LUXU	AMUNDI INDEX SOLUTIONS	AMUNDI S&P GLOBAL LUXURY	LU1681048713	ETFS	31/01/2018	Luxembourg	USD	MAIN MARKET
MIVO	AMUNDI INDEX SOLUTIONS	AMUNDI MSCI EUROPE MIN VOL FACTOR	LU1681041627	ETFS	18/04/2018	Luxembourg	GBX	MAIN MARKET
RS2G	AMUNDI INDEX SOLUTIONS	AMUNDI RUSSELL 2000	LU1681038839	ETFS	22/03/2018	Luxembourg	GBX	MAIN MARKET
RS2U	AMUNDI INDEX SOLUTIONS	AMUNDI RUSSELL 2000	LU1681038839	ETFS	22/03/2018	Luxembourg	USD	MAIN MARKET
SMRG	AMUNDI INDEX SOLUTIONS	AMUNDI INDEX GLOBAL MULTI SMART BETA	LU1602145200	ETFS	14/02/2018	Luxembourg	GBX	MAIN MARKET
SMRU	AMUNDI INDEX SOLUTIONS	AMUNDI INDEX GLOBAL MULTI SMART BETA	LU1602145200	ETFS	14/02/2018	Luxembourg	USD	MAIN MARKET
TPHG	AMUNDI INDEX SOLUTIONS	AMUNDI JAPAN TOPIX DH GBP	LU1681038086	ETFS	18/04/2018	Luxembourg	GBX	MAIN MARKET
TPHU	AMUNDI INDEX SOLUTIONS	AMUNDI JAPAN TOPIX DH USD	LU1681037948	ETFS	18/04/2018	Luxembourg	USD	MAIN MARKET
TPXG	AMUNDI INDEX SOLUTIONS	AMUNDI JAPAN TOPIX	LU1681037781	ETFS	18/04/2018	Luxembourg	GBX	MAIN MARKET
TPXU	AMUNDI INDEX SOLUTIONS	AMUNDI JAPAN TOPIX	LU1681037781	ETFS	18/04/2018	Luxembourg	USD	MAIN MARKET
ZC1G	BMO UCITS ETF ICAV	BMO BARCLAYS 1-3 GCB GBP UCITS ETF	IE00BZ053K08	ETFS	09/11/2015	Ireland	GBP	MAIN MARKET
ZC3G	BMO UCITS ETF ICAV	BMO BARCLAYS 3-7 GCB GBP UCITS ETF	IE00BZ053L15	ETFS	09/11/2015	Ireland	GBP	MAIN MARKET
ZC7G	BMO UCITS ETF ICAV	BMO BARCLAYS 7-10 GCB GBP UCITS ETF	IE00BZ053P52	ETFS	09/11/2015	Ireland	GBP	MAIN MARKET
ZEMI	BMO UCITS ETF ICAV	BMO MSCI EMERGING MARKETS UCITS ETF	IE00BZ053T90	ETFS	04/12/2017	Ireland	USD	MAIN MARKET
ZHYG	BMO UCITS ETF ICAV	BMO BARCLAYS GHYB GBP UCITS ETF	IE00BZ053R76	ETFS	09/11/2015	Ireland	GBP	MAIN MARKET
ZIEG	BMO UCITS ETF ICAV	BMO MSCI EUR EX-UK IN GBP UCITS ETF	IE00BZ2Z2W36	ETFS	09/11/2015	Ireland	GBP	MAIN MARKET
ZIEM	BMO UCITS ETF ICAV	BMO MSCI EM IN LED USD UCITS ETF	IE00BZ053T90	ETFS	06/12/2016	Ireland	GBP	MAIN MARKET
ZIEU	BMO UCITS ETF ICAV	BMO EU EX UK INCOME LEADERS UCITS ETF	IE00BZ053V13	ETFS	04/12/2017	Ireland	EUR	MAIN MARKET
ZILE	BMO UCITS ETF ICAV	BMO MSCI EUR EX-UK IN UCITS ETF	IE00BZ053V13	ETFS	09/11/2015	Ireland	GBP	MAIN MARKET
ZILK	BMO UCITS ETF ICAV	BMO MSCI UK IN LED UCITS ETF	IE00BZ053X37	ETFS	09/11/2015	Ireland	GBP	MAIN MARKET
ZILS	BMO UCITS ETF ICAV	BMO MSCI USA IN LED UCITS ETF	IE00BZ054072	ETFS	09/11/2015	Ireland	GBP	MAIN MARKET
ZISG	BMO UCITS ETF ICAV	BMO MSCI USA IN LED GBP UCITS ETF	IE00BZ2Z1P93	ETFS	09/11/2015	Ireland	GBP	MAIN MARKET
ZIUS	BMO UCITS ETF ICAV	BMO USA INCOME LEADERS UCITS ETF	IE00BZ054072	ETFS	04/12/2017	Ireland	USD	MAIN MARKET
ZWEE	BMO UCITS ETF ICAV	BMO ENHANCED INCOME EUR EQUITY UCITS ETF	IE00BF1K7917	ETFS	04/12/2017	Ireland	EUR	MAIN MARKET
ZWEU	BMO UCITS ETF ICAV	BMO ENHANCED INCOME EUR EQUITY UCITS ETF	IE00BF1K7917	ETFS	13/07/2017	Ireland	GBP	MAIN MARKET
ZWUK	BMO UCITS ETF ICAV	BMO ENHANCED INCOME UK EQUITY UCITS ETF	IE00BF1K7800	ETFS	13/07/2017	Ireland	GBP	MAIN MARKET
ZWUS	BMO UCITS ETF ICAV	BMO ENHANCED INCOME USA EQUITY UCITS ETF	IE00BF1K7792	ETFS	13/07/2017	Ireland	GBP	MAIN MARKET
ZWUU	BMO UCITS ETF ICAV	BMO ENHANCED INCOME USA EQUITY UCITS ETF	IE00BF1K7792	ETFS	04/12/2017	Ireland	USD	MAIN MARKET
CCME	COMMERZBANK CCBI INVESTMENT FUNDS ICVC	CBK CCBI RQFII MONEY MARKET UCITS ETF	GB00BVJF7F66	ETFS	25/03/2015	United Kingdom	EUR	MAIN MARKET
CCMG	COMMERZBANK CCBI INVESTMENT FUNDS ICVC	CBK CCBI RQFII MONEY MARKET UCITS ETF	GB00BVJF7H80	ETFS	25/03/2015	United Kingdom	GBP	MAIN MARKET
CCMR	COMMERZBANK CCBI INVESTMENT FUNDS ICVC	CBK CCBI RQFII MONEY MARKET UCITS ETF	GB00BVJF7G73	ETFS	25/03/2015	United Kingdom	CNY	MAIN MARKET
ENFX	ETFS FOREIGN EXCHANGE LIMITED	ETFS G10 VS USD MULTI STRAT FX BASKET	JE00BMM1W199	ETFS	30/06/2014	Jersey	USD	MAIN MARKET
LCOM	ETFS FOREIGN EXCHANGE LIMITED	ETFS BEAR USD VS COMDTY CCY BASKET SEC	JE00BMM1W645	ETFS	30/06/2014	Jersey	USD	MAIN MARKET
SCOM	ETFS FOREIGN EXCHANGE LIMITED	ETFS BULL USD VS COMDTY CCY BASKET SEC	JE00BMM1W751	ETFS	30/06/2014	Jersey	USD	MAIN MARKET
FEMI	FIDELITY UCITS ICAV	EM QUALITY INCOME UCITS USD ACC	IE00BYSX4846	ETFS	01/11/2017	Ireland	USD	MAIN MARKET
FEMQ	FIDELITY UCITS ICAV	EM QUALITY INCOME UCITS GBP ACC	IE00BYSX4846	ETFS	01/11/2017	Ireland	GBP	MAIN MARKET
FEQD	FIDELITY UCITS ICAV	EUROPE QUALITY INCOME UCITS GBP ACC	IE00BYSX4283	ETFS	01/11/2017	Ireland	GBP	MAIN MARKET
FEQP	FIDELITY UCITS ICAV	EUROPE QUALITY INCOME UCITS GBP ACC HED	IE00BYSX4408	ETFS	01/12/2017	Ireland	GBP	MAIN MARKET
FGQD	FIDELITY UCITS ICAV	GLOBAL QUALITY INCOME UCITS ETF GBP INC	IE00BYXVGZ48	ETFS	03/04/2017	Ireland	GBX	MAIN MARKET
FGQI	FIDELITY UCITS ICAV	GLOBAL QUALITY INCOME UCITS ETF USD INC	IE00BYXVGZ48	ETFS	03/04/2017	Ireland	USD	MAIN MARKET
FGQP	FIDELITY UCITS ICAV	GLOBAL QUALITY INCOME UCITS GBPACC HED	IE00BYV1YF22	ETFS	01/12/2017	Ireland	GBP	MAIN MARKET
FUQA	FIDELITY UCITS ICAV	US QUALITY INCOME UCITS ETF GBP ACC	IE00BYXVGY31	ETFS	03/04/2017	Ireland	GBX	MAIN MARKET
FUSA	FIDELITY UCITS ICAV	US QUALITY INCOME UCITS ETF USD ACC	IE00BYXVGY31	ETFS	03/04/2017	Ireland	USD	MAIN MARKET
FUSD	FIDELITY UCITS ICAV	US QUALITY INCOME UCITS ETF USD INC	IE00BYXVGX24	ETFS	03/04/2017	Ireland	USD	MAIN MARKET
FUSI	FIDELITY UCITS ICAV	US QUALITY INCOME UCITS ETF GBP INC	IE00BYXVGX24	ETFS	03/04/2017	Ireland	GBX	MAIN MARKET
FUSP	FIDELITY UCITS ICAV	US QUALITY INCOME UCITS GBPACC HED	IE00BYV03C98	ETFS	22/11/2017	Ireland	GBP	MAIN MARKET
FXRU	FINEX FUNDS PLC	FINEX RUSSIAN CORPORATE BONDS USD	IE00B84D7P43	ETFS	25/02/2013	Ireland	USD	MAIN MARKET
BLOK	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRST TRUST INNOVATIVE TECH UCITS ETF	IE00BF5DXP42	ETFS	10/04/2018	Ireland	GBX	MAIN MARKET
FDN	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FT DOW JONES INTERNET UCITS ETF	IE00BG0SSC32	ETFS	21/06/2018	Ireland	GBX	MAIN MARKET
FDNU	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FT DOW JONES INTERNET UCITS ETF	IE00BG0SSC32	ETFS	21/06/2018	Ireland	USD	MAIN MARKET
FEM	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FT EMERGING MARKETS ALPHADEX UCITS ETF	IE00B8X9NX34	ETFS	11/04/2013	Ireland	GBX	MAIN MARKET
FEMU	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRST TRUST EM ALPHADEX UCITS ETF	IE00B8X9NX34	ETFS	22/04/2014	Ireland	USD	MAIN MARKET
FEUD	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRST TRUST EUROZONE ALPHADEX UCITSETF B	IE00BF2FL590	ETFS	22/08/2018	Ireland	GBX	MAIN MARKET
FEUZ	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRST TRUST EUROZONE ALPHADEX UCITS ETF	IE00B8X9NY41	ETFS	22/10/2014	Ireland	GBX	MAIN MARKET
FEX	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FT US LARGE CAP CORE ALPHADEX UCITS ETF	IE00B8X9NW27	ETFS	11/04/2013	Ireland	GBX	MAIN MARKET
FEXD	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRSTTRUST US LGCAPCORE ALPHADEX UCITS	IE00BWTNMB87	ETFS	01/06/2015	Ireland	GBX	MAIN MARKET
FEXU	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FT US LARGE CAP CORE ALPHADEX UCITS ETF	IE00B8X9NW27	ETFS	27/11/2013	Ireland	USD	MAIN MARKET
FGBL	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRST TRUST GLOBAL EQUITY INC UCITS ETF	IE00BYTH6121	ETFS	01/09/2015	Ireland	GBX	MAIN MARKET
FJP	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRSTTRUST JAPAN ALPHADEX UCITS	IE00BWTNM743	ETFS	02/07/2015	Ireland	GBX	MAIN MARKET
FJPU	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRST TRUST JAPAN ALPHADEX UCITS ETF	IE00BWTNM743	ETFS	22/02/2018	Ireland	USD	MAIN MARKET
FKU	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FT UNITED KINGDOM ALPHADEX UCITS ETF	IE00B8X9NZ57	ETFS	11/04/2013	Ireland	GBX	MAIN MARKET
FKUD	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRSTTRUST UK ALPHADEX UCITS ETF CLASS B	IE00BD9N0445	ETFS	18/04/2016	Ireland	GBX	MAIN MARKET
FPX	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRSTTRUST US IPO INDEX UCITS	IE00BYTH6238	ETFS	18/08/2015	Ireland	GBX	MAIN MARKET
FTEU	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRST TRUST EUROZONE ALPHADEX UCITS ETF	IE00B8X9NY41	ETFS	19/08/2016	Ireland	USD	MAIN MARKET
FTFX	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRSTTRUSTFACTORFX UCITS CLASSA	IE00BD5HBQ97	ETFS	01/08/2017	Ireland	USD	MAIN MARKET
FXGB	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRSTTRUSTFACTORFX UCITS CLASSB	IE00BD5HBR05	ETFS	04/12/2017	Ireland	GBX	MAIN MARKET
FYX	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRSTTRUSTUSSMALLCAPCOREALPHADEXUCITS	IE00BDBRT036	ETFS	16/03/2017	Ireland	USD	MAIN MARKET
GINC	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRSTTRUST GLOBALEQUITY INCOME UCITS ETF	IE00BD842Y21	ETFS	24/10/2016	Ireland	GBX	MAIN MARKET
LEGR	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRST TRUST INNOVATIVE TECH UCITS ETF	IE00BF5DXP42	ETFS	10/04/2018	Ireland	USD	MAIN MARKET
UINC	FIRST TRUST GLOBAL FUNDS PUBLIC LIMITED COMPANY	FIRST TRUST US EQUITY INCOME UCITS ETF	IE00BZBW4Z27	ETFS	18/04/2016	Ireland	GBX	MAIN MARKET
FLEQ	FRANKLIN LIBERTYSHARES ICAV	FRK LIBERTYQ EUROPEAN EQUITY UCITS ETF	IE00BFWXDW46	ETFS	14/09/2018	Ireland	EUR	MAIN MARKET
FLES	FRANKLIN LIBERTYSHARES ICAV	FRK LIB EURO SHORT MATURITY UCITS ETF	IE00BFWXDY69	ETFS	27/06/2018	Ireland	EUR	MAIN MARKET
FLUC	FRANKLIN LIBERTYSHARES ICAV	FRK LIB USD IG CORP BOND UCITS ETF	IE00BFWXDX52	ETFS	27/06/2018	Ireland	USD	MAIN MARKET
FLXD	FRANKLIN LIBERTYSHARES ICAV	FRK LIBERTYQ EUROPEAN DIVIDEND UCITS ETF	IE00BF2B0L69	ETFS	08/09/2017	Ireland	GBP	MAIN MARKET
FLXE	FRANKLIN LIBERTYSHARES ICAV	FRK LIBERTYQ EMERGING MARKETS UCITS ETF	IE00BF2B0K52	ETFS	19/10/2017	Ireland	GBP	MAIN MARKET
FLXG	FRANKLIN LIBERTYSHARES ICAV	FRK LIBERTYQ GLOBAL EQUITY SRI UCITS ETF	IE00BF2B0N83	ETFS	08/09/2017	Ireland	GBP	MAIN MARKET
FLXU	FRANKLIN LIBERTYSHARES ICAV	FRK LIBERTYQ U.S. EQUITY UCITS ETF	IE00BF2B0P08	ETFS	08/09/2017	Ireland	GBP	MAIN MARKET
FLXX	FRANKLIN LIBERTYSHARES ICAV	FRK LIBERTYQ GLOBAL DIVIDEND UCITS ETF	IE00BF2B0M76	ETFS	08/09/2017	Ireland	GBP	MAIN MARKET
FREM	FRANKLIN LIBERTYSHARES ICAV	FRK LIBERTYQ EMERGING MARKETS UCITS ETF	IE00BF2B0K52	ETFS	19/10/2017	Ireland	USD	MAIN MARKET
FREQ	FRANKLIN LIBERTYSHARES ICAV	FRK LIBERTYQ EUROPEAN EQUITY UCITS ETF	IE00BFWXDW46	ETFS	14/09/2018	Ireland	GBP	MAIN MARKET
FRGD	FRANKLIN LIBERTYSHARES ICAV	FRK LIBERTYQ GLOBAL DIVIDEND UCITS ETF	IE00BF2B0M76	ETFS	08/09/2017	Ireland	USD	MAIN MARKET
FRGE	FRANKLIN LIBERTYSHARES ICAV	FRK LIBERTYQ GLOBAL EQUITY SRI UCITS ETF	IE00BF2B0N83	ETFS	08/09/2017	Ireland	USD	MAIN MARKET
FRUC	FRANKLIN LIBERTYSHARES ICAV	FRK LIB USD IG CORP BOND UCITS ETF	IE00BFWXDX52	ETFS	27/06/2018	Ireland	GBP	MAIN MARKET
FRUE	FRANKLIN LIBERTYSHARES ICAV	FRK LIBERTYQ U.S. EQUITY UCITS ETF	IE00BF2B0P08	ETFS	08/09/2017	Ireland	USD	MAIN MARKET
FRXD	FRANKLIN LIBERTYSHARES ICAV	FRK LIBERTYQ EUROPEAN DIVIDEND UCITS ETF	IE00BF2B0L69	ETFS	08/09/2017	Ireland	EUR	MAIN MARKET
FRXE	FRANKLIN LIBERTYSHARES ICAV	FRK LIB EURO SHORT MATURITY UCITS ETF	IE00BFWXDY69	ETFS	27/06/2018	Ireland	GBP	MAIN MARKET
RMB1	FULLGOAL INTERNATIONAL UCITS ETF	FTSE CHINA ONSHORE BANK BOND 1-10 YR EUR	LU1361701714	ETFS	21/06/2016	Luxembourg	EUR	MAIN MARKET
RMB2	FULLGOAL INTERNATIONAL UCITS ETF	FTSE CHINA ONSHORE BANK BOND 1-10 YR USD	LU1361701714	ETFS	21/06/2016	Luxembourg	USD	MAIN MARKET
EHEF	FUNDLOGIC ALTERNATIVES PLC	SCI BETA HFE EUROPE EQUITY 6F EW	IE00BDBRDV26	ETFS	18/12/2017	Ireland	EUR	MAIN MARKET
EMHF	FUNDLOGIC ALTERNATIVES PLC	SCIBETA HFE EM EQUITY 6F EW	IE00BDBRDX40	ETFS	18/12/2017	Ireland	EUR	MAIN MARKET
GEF	FUNDLOGIC ALTERNATIVES PLC	MS GLOBAL EQUITY FACTORS UCITS ETF USD	IE00BLY1QG30	ETFS	10/06/2014	Ireland	USD	MAIN MARKET
JHEF	FUNDLOGIC ALTERNATIVES PLC	SCIBETA HFE JAPAN EQUITY 6F	IE00BDBRDY56	ETFS	18/12/2017	Ireland	EUR	MAIN MARKET
PHEF	FUNDLOGIC ALTERNATIVES PLC	SCIBETA HFE PACIFIC EX-JAP EQUITY	IE00BDBRDZ63	ETFS	18/12/2017	Ireland	EUR	MAIN MARKET
USEF	FUNDLOGIC ALTERNATIVES PLC	MS US EQUITY FACTORS UCITS ETF	IE00BPYPPK00	ETFS	19/08/2015	Ireland	USD	MAIN MARKET
USHF	FUNDLOGIC ALTERNATIVES PLC	SCIBETA HFE US EQUITY 6F EW	IE00BDBRDW33	ETFS	18/12/2017	Ireland	EUR	MAIN MARKET
