3AUS	ETFS COMMODITY SECURITIES LIMITED	ETFS 3X DAILY SHORT GOLD	JE00BYQY4L28	ETCS			23/11/2015	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECLL
3CFL	ETFS COMMODITY SECURITIES LIMITED	ETFS 3X DAILY LONG COFFEE	JE00BYQY3Z98	ETCS			23/11/2015	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECLL
3CFS	ETFS COMMODITY SECURITIES LIMITED	ETFS 3X DAILY SHORT COFFEE	JE00BYQY3K46	ETCS			23/11/2015	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECLL
3CRL	ETFS COMMODITY SECURITIES LIMITED	ETFS 3X DAILY LONG WTI CRUDE OIL	JE00BYQY8G54	ETCS			23/11/2015	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECLL
3CRS	ETFS COMMODITY SECURITIES LIMITED	ETFS 3X DAILY SHORT WTI CRUDE OIL	JE00BYQY8219	ETCS			23/11/2015	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECLL
3CUL	ETFS COMMODITY SECURITIES LIMITED	ETFS 3X DAILY LONG COPPER	JE00BYQY4F67	ETCS			23/11/2015	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECLL
3CUS	ETFS COMMODITY SECURITIES LIMITED	ETFS 3X DAILY SHORT COPPER	JE00BYQY4341	ETCS			23/11/2015	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECLL
3NIL	ETFS COMMODITY SECURITIES LIMITED	ETFS 3X DAILY LONG NICKEL	JE00BYQY5X15	ETCS			23/11/2015	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECLL
3NIS	ETFS COMMODITY SECURITIES LIMITED	ETFS 3X DAILY SHORT NICKEL	JE00BYQY5Q48	ETCS			23/11/2015	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECLL
3SUL	ETFS COMMODITY SECURITIES LIMITED	ETFS 3X DAILY LONG SUGAR	JE00BYQY7H96	ETCS			23/11/2015	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECLL
3SUS	ETFS COMMODITY SECURITIES LIMITED	ETFS 3X DAILY SHORT SUGAR	JE00BYQY7799	ETCS			23/11/2015	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECLL
3WHL	ETFS COMMODITY SECURITIES LIMITED	ETFS 3X DAILY LONG WHEAT	JE00BYQY8102	ETCS			23/11/2015	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECLL
3WHS	ETFS COMMODITY SECURITIES LIMITED	ETFS 3X DAILY SHORT WHEAT	JE00BYQY7P70	ETCS			23/11/2015	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	ETCS	ECLL
48SQ	ETFS COMMODITY SECURITIES LIMITED	BRENT CRUDE MICRO	JE00B75GVD18	ETCS			06/01/2012	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
48SR	ETFS COMMODITY SECURITIES LIMITED	FORWARD BRENT CRUDE MICRO	JE00B6SCJ466	ETCS			11/01/2012	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
58VR	ETFS COMMODITY SECURITIES LIMITED	FORWARD ALUMINIUM (MICRO SECURITIES)	JE00B24F1W31	ETCS			10/10/2007	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
58VS	ETFS COMMODITY SECURITIES LIMITED	FORWARD COFFEE (MICRO SECURITIES)	JE00B24F1X48	ETCS			10/10/2007	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
58VT	ETFS COMMODITY SECURITIES LIMITED	FORWARD COPPER (MICRO SECURITIES)	JE00B24F1Y54	ETCS			10/10/2007	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
58VU	ETFS COMMODITY SECURITIES LIMITED	FORWARD CORN (MICRO SECURITIES)	JE00B24F1Z61	ETCS			10/10/2007	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
58VV	ETFS COMMODITY SECURITIES LIMITED	FORWARD COTTON (MICRO SECURITIES)	JE00B24F2084	ETCS			10/10/2007	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
58VW	ETFS COMMODITY SECURITIES LIMITED	FORWARD CRUDE OIL (MICRO SECURITIES)	JE00B24F2191	ETCS			10/10/2007	31/12/9999	Jersey	USD	MAIN MARKET	Standard Debt	MISC	MISC
