41JB	COMMERCIAL INTERNATIONAL BANK (EGYPT) S.A.E.	GDR (EACH REPR 1 ORD EGP10)(144A)	US2017121060	DPRS	Financials	Banks	09/07/1998	Egypt	USD	MAIN MARKET	Standard GDRs	MISC	INTM
CBKD	COMMERCIAL INTERNATIONAL BANK (EGYPT) S.A.E.	GDR (EACH REPR 1 ORD EGP10)(REGS)	US2017122050	DPRS	Financials	Banks	20/12/2004	Egypt	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
CEIA	COMPAL ELECTRONICS INC	GDS (EACH REPR 5 SHS) (144A)	US20440Y3099	DPRS	Technology	Technology	23/12/2009	Taiwan	USD	ADMISSION TO TRADING ONLY		MISC	INAD
CEIR	COMPAL ELECTRONICS INC	GDS (EACH REPR 5 SHS) (REG S)	US20440Y2000	DPRS	Technology	Technology	23/12/2009	Taiwan	USD	ADMISSION TO TRADING ONLY		IOBU	INLN
DGED	DIAGEO PLC	ADR (4:1)	US25243Q2057	DPRS	Consumer Goods	Food & Beverage	28/06/2002	United Kingdom	USD	MAIN MARKET	Standard GDRs	MISL	ADPL
DBP	DIAMOND BANK PLC	GDR (EACH REPR 100 ORD SHS)	US25256V2088	DPRS	Financials	Banks	15/12/2007	Nigeria	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBU	IPLU
DBPA	DIAMOND BANK PLC	GDR (EACH REPR 100 ORD SHS)(CCI)	US25256V1098	DPRS	Financials	Banks	11/12/2007	Nigeria	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBU	IPLU
DTVL	DISH TV INDIA LIMITED	GDR (EACH REPR ONE SHR)	US25471A4013	DPRS	Consumer Services	Media	13/04/2018	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBE	IPHE
63PE	EASTPHARMA LTD	GDR (EACH REPR 1 COM SHR)(144A)	US27778Q1058	DPRS	Health Care	Health Care	18/07/2007	Bermuda	USD	MAIN MARKET	Standard GDRs	MISC	INTM
EAST	EASTPHARMA LTD	GDR (EACH REPR 1 COM SHR)(REGS)	US27778Q2049	DPRS	Health Care	Health Care	12/07/2007	Bermuda	USD	MAIN MARKET	Standard GDRs	IOBU	LLLN
66XD	EDITA FOOD INDUSTRIES S.A.E.	GDR (EACH REPR 5 ORDS OF EGP0.2)(144A)	US28106T1007	DPRS	Consumer Goods	Food & Beverage	02/04/2015	Egypt	USD	MAIN MARKET	Standard GDRs	MISC	INTM
EFID	EDITA FOOD INDUSTRIES S.A.E.	GDR (EACH REPR 5 ORDS OF EGP0.2)(REG S)	US28106T2096	DPRS	Consumer Goods	Food & Beverage	02/04/2015	Egypt	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
BG79	EFG-HERMES HOLDING S.A.E.	GDR (EACH REPR 2 ORD EGP5)(144A)	US2684253030	DPRS	Financials	Banks	19/04/2001	Egypt	USD	MAIN MARKET	Standard GDRs	MISC	INTM
EFGD	EFG-HERMES HOLDING S.A.E.	GDR (EACH REPR 2 ORD EGP5)(REGS)	US2684254020	DPRS	Financials	Banks	20/06/2005	Egypt	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
94PF	EN+ GROUP PLC	GDR (EACH REPR 1 ORD) (144A)	US29355E1091	DPRS	Basic Materials	Basic Resources	08/11/2017	Jersey	USD	MAIN MARKET		MISC	INTM
ENPL	EN+ GROUP PLC	GDR (EACH REPR 1 ORD) (REG S)	US29355E2081	DPRS	Basic Materials	Basic Resources	08/11/2017	Jersey	USD	MAIN MARKET	Standard GDRs	IOBU	LLLN
EPIA	EPISTAR CORPORATION	GDR (EACH REPR 5 COM SHS) (144A)	US29428C1062	DPRS	Technology	Technology	23/09/2009	Taiwan	USD	ADMISSION TO TRADING ONLY		MISC	INAD
EPIS	EPISTAR CORPORATION	GDR (EACH REPR 5 COM SHS) (REG S)	US29428C2052	DPRS	Technology	Technology	23/09/2009	Taiwan	USD	ADMISSION TO TRADING ONLY		IOBE	INHE
62UM	ETALON GROUP PLC	GDR (EACH REPR 1 ORD) (144A)	US29760G2021	DPRS	Financials	Real Estate	20/04/2011	Cyprus	USD	MAIN MARKET	Standard GDRs	MISC	INTM
ETLN	ETALON GROUP PLC	GDR (EACH REPR 1 ORD) (REG S)	US29760G1031	DPRS	Financials	Real Estate	20/04/2011	Cyprus	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
EGMA	EVERGREEN MARINE CORPORATION (TAIWAN) LD.	GDR (REPR 10 COM SHS TWD10)(144A)	US3002461057	DPRS	Industrials	Industrial Goods & Services	26/09/2006	Taiwan	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	MISC	INPD
EGMD	EVERGREEN MARINE CORPORATION (TAIWAN) LD.	GDR (REPR 10 COM SHS TWD10)(REG S)	US3002462048	DPRS	Industrials	Industrial Goods & Services	26/09/2006	Taiwan	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBU	IPLN
67NW	EZZ STEEL COMPANY - S.A.E.	GDS(EACH REPR 3 ORD EGP5)(144A)	US26934Q1085	DPRS	Basic Materials	Basic Resources	25/03/2011	Egypt	USD	MAIN MARKET	Standard GDRs	MISC	ADRN
AEZD	EZZ STEEL COMPANY - S.A.E.	GDS EACH REPR 3 ORD EGP5(REG S)	US26934Q2075	DPRS	Basic Materials	Basic Resources	25/03/2011	Egypt	USD	MAIN MARKET	Standard GDRs	IOBU	LLLN
FETD	FAR EASTERN NEW CENTURY CORPORATION	GDS (EACH REPR 10 TWD10)(REG S)	US3073313062	DPRS	Consumer Goods	Personal & Household Goods	11/10/2004	Taiwan	USD	ADMISSION TO TRADING ONLY		IOBU	INLN
FEC	FAR EASTONE TELECOMMUNICATIONS CO LTD	GDR (EACH REPR 15 COM TWD10)	US30733Q7079	DPRS	Telecommunications	Telecommunications	13/11/2008	Taiwan	USD	ADMISSION TO TRADING ONLY		IOBU	INLN
FEDA	FEDERAL BANK LIMITED (THE)	GDR (EACH REPR 1 ORD) (144A)	US3131621092	DPRS			30/01/2006	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	MISC	INPD
FEDS	FEDERAL BANK LIMITED (THE)	GDR (EACH REPR 1 ORD) (REGS)	XS0229331755	DPRS			31/01/2006	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBU	IPLN
FEEA	FEDERAL GRID COMPANY OF UNIFIED ENERGY SYSTEM, PUBLIC JOINT-STOCK COMPANY	GDR (RULE 144A)	US3133541025	DPRS	Utilities	Utilities	28/03/2011	Russian Federation	USD	MAIN MARKET	Standard GDRs	MISC	INTM
FEES	FEDERAL GRID COMPANY OF UNIFIED ENERGY SYSTEM, PUBLIC JOINT-STOCK COMPANY	GDR (REG S)	US3133542015	DPRS	Utilities	Utilities	28/03/2011	Russian Federation	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
FP.	FONDUL PROPRIETATEA S.A.	GDR (EACH REPR 50 ORD) (REG S)	US34460G1067	DPRS	Financials	Financial Services	29/04/2015	Romania	USD	MAIN MARKET - SFS		IOBE	INNE
73CL	FRUTAROM INDUSTRIES LD	GDR EACH REPR 1 ORD NIS1.00(144A)	US35950R1068	DPRS	Basic Materials	Chemicals	08/02/2005	Israel	USD	MAIN MARKET	Standard GDRs	MISC	INTM
FRUT	FRUTAROM INDUSTRIES LD	GDR EACH REPR 1 ORD NIS1.00(REGS)	US35950R2058	DPRS	Basic Materials	Chemicals	03/02/2005	Israel	USD	MAIN MARKET	Standard GDRs	IOBU	LLLU
GAIA	GAIL (INDIA) LD	GDR (EACH REPR 6 INR10)(144A)	US36268T1079	DPRS	Oil & Gas	Oil & Gas	06/12/2002	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	MISC	INPE
GAID	GAIL (INDIA) LD	GDR (REPR 6 ORD INR10)(REG S)	US36268T2069	DPRS	Oil & Gas	Oil & Gas	27/09/2004	India	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBE	IPHE
80GM	GLOBAL PORTS INVESTMENTS PLC	GDR (EACH REPR 3 ORD) (144A)	US37951Q1031	DPRS	Industrials	Industrial Goods & Services	29/06/2011	Cyprus	USD	MAIN MARKET	Standard GDRs	MISC	INTM
GLPR	GLOBAL PORTS INVESTMENTS PLC	GDR (EACH REPR 3 ORD) (REG S)	US37951Q2021	DPRS	Industrials	Industrial Goods & Services	29/06/2011	Cyprus	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
38KH	GLOBALTRANS INVESTMENT PLC	GDR (EACH REPR 1 ORD) (144A)	US37949E1055	DPRS	Industrials	Industrial Goods & Services	08/05/2008	Cyprus	USD	MAIN MARKET	Standard GDRs	MISC	INTM
GLTR	GLOBALTRANS INVESTMENT PLC	GDR (EACH REPR 1 ORD) (REG S)	US37949E2046	DPRS	Industrials	Industrial Goods & Services	30/04/2008	Cyprus	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
GEEC	GREAT EASTERN ENERGY CORPORATION LIMITED	GDR (EACH REPR 0.5 ORD INR10)	US39032T1060	DPRS	Oil & Gas	Oil & Gas	13/12/2005	India	GBX	MAIN MARKET	Standard GDRs	SSX3	SQSL
GET	GREEN ENERGY TECHNOLOGY INC.	GDR (EACH REPR 5 COM SHS) (REG S)	US39303W2008	DPRS	Oil & Gas	Oil & Gas	03/08/2009	Taiwan	USD	ADMISSION TO TRADING ONLY		IOBU	INLN
GETA	GREEN ENERGY TECHNOLOGY INC.	GDR (EACH REPR 5 COM SHS) (144A)	US39303W1018	DPRS	Oil & Gas	Oil & Gas	03/08/2009	Taiwan	USD	ADMISSION TO TRADING ONLY		MISC	INAD
42KU	GRUPO CLARIN S.A.	GDR(EACH REPR 2 B SHS)(144A)	US40052A3086	DPRS	Consumer Services	Media	31/08/2017	Argentina	USD	MAIN MARKET	Standard GDRs	MISC	INTM
GCLA	GRUPO CLARIN S.A.	GDR(EACH REPR 2 B SHS)(REG S)	US40052A4076	DPRS	Consumer Services	Media	31/08/2017	Argentina	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
87QR	GUARANTY TRUST BANK PLC	GDR (EACH REPR 50 ORD SHS) (144A)	US40124Q1094	DPRS	Financials	Banks	26/07/2007	Nigeria	USD	MAIN MARKET	Standard GDRs	MISC	INTM
GRTB	GUARANTY TRUST BANK PLC	GDR (EACH REPR 50 ORD SHS)(REG S)	US40124Q2084	DPRS	Financials	Banks	23/07/2007	Nigeria	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
86PB	HANATOUR SERVICE INC.	GDR (5 GDR'S REPR 1 COM SHR) (144A)	US4096501089	DPRS			07/11/2006	South Korea	USD	MAIN MARKET	Standard GDRs	MISC	INTM
TOUR	HANATOUR SERVICE INC.	GDR (5 GDR'S REPR 1 COM SHR) (REGS)	US4096502079	DPRS			07/11/2006	South Korea	USD	MAIN MARKET	Standard GDRs	IOBU	LLLU
98LQ	HELLENIC PETROLEUM SA	GDS (REPR 1 ORD SHS GRD500)(144A)	US4233231046	DPRS	Oil & Gas	Oil & Gas	30/06/1998	Greece	USD	MAIN MARKET	Standard GDRs	MISC	INTM
HLPD	HELLENIC PETROLEUM SA	GDS (REPR 1 ORD SHS GRD500)(REG S)	US4233232036	DPRS	Oil & Gas	Oil & Gas	27/09/2004	Greece	USD	MAIN MARKET	Standard GDRs	IOBU	LLLN
OTES	HELLENIC TELECOMMUNICATIONS ORGANIZATION S.A.	ADS(REPR 1/2 OF 1 SHS GRD750)	US4233253073	DPRS	Telecommunications	Telecommunications	27/09/2004	Greece	USD	MAIN MARKET	Standard GDRs	IOBU	LLLU
46GM	HMS HYDRAULIC  MACHINES & SYSTEMS GROUP PLC	GDR (EACH REPR 5 ORD) (144A)	US40425X3089	DPRS	Industrials	Industrial Goods & Services	08/02/2016	Cyprus	USD	MAIN MARKET	Standard GDRs	MISC	INTM
HMSG	HMS HYDRAULIC  MACHINES & SYSTEMS GROUP PLC	GDR (EACH REPR 5 ORD) (REG S)	US40425X4079	DPRS	Industrials	Industrial Goods & Services	08/02/2016	Cyprus	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
HAG	HOANG ANH GIA LAI JOINT STOCK COMPANY	GDR (REG S)	US4337181030	DPRS			23/03/2011	Vietnam	USD	PROFESSIONAL SECURITIES MARKET	Standard GDRs	IOBE	IPHE
HHPD	HON HAI PRECISION INDUSTRY CO. LTD	GDR (EACH REPR 2 SHS TWD10)(REG S)	US4380902019	DPRS	Industrials	Industrial Goods & Services	28/02/2006	Taiwan	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
HHPG	HON HAI PRECISION INDUSTRY CO. LTD	GDR (EACH REPR 2 SHS TWD10)(144A)	US4380901029	DPRS	Industrials	Industrial Goods & Services	20/09/2006	Taiwan	USD	MAIN MARKET	Standard GDRs	MISC	INTM
HYUD	HYUNDAI MOTOR COMPANY	GDR (REPR 1/2 NV CAP KWN5000)(REG S)	USY384721251	DPRS	Consumer Goods	Automobiles & Parts	29/09/2004	South Korea	USD	MAIN MARKET	Standard GDRs	IOBE	LLHE
